date,url,content,reply,retweet,like,view
2019-09-23 23:36:38+00:00,https://twitter.com/Twitter/status/1176279236283260928,@gainmutualsz clowns clocked in early,5,6,32,
2019-09-23 20:05:01+00:00,https://twitter.com/Twitter/status/1176225981067071489,"On our list? Make lists even better for you! ✅

Now on iOS, you can pin up to five lists, rearrange them, and swipe to access from home. https://t.co/gNdfNE1DCl",698,999,4665,
2019-09-23 17:33:32+00:00,https://twitter.com/Twitter/status/1176187857565696000,@JefriNazri tone of voice game strong,3,5,41,
2019-09-23 17:21:03+00:00,https://twitter.com/Twitter/status/1176184717600677888,"@elbirdilara if they can't handle you on awards nights, they don't deserve you period",1,1,4,
2019-09-23 17:12:25+00:00,https://twitter.com/Twitter/status/1176182542132600832,@FoodAndPsych @BreadAhead this Tweet smells like cinnamon,0,1,3,
2019-09-23 17:04:13+00:00,https://twitter.com/Twitter/status/1176180479030124545,@underscoreBryan It's time to @ your Twitter crush,1,1,29,
2019-09-23 17:00:11+00:00,https://twitter.com/Twitter/status/1176179465552048128,@Catlawn Like you never left,1,1,31,
2019-09-23 16:56:51+00:00,https://twitter.com/Twitter/status/1176178626460553216,@fatmasblog The easiest way to remind everyone you're ready to mingle,0,2,29,
2019-09-23 16:51:36+00:00,https://twitter.com/Twitter/status/1176177305540005888,"@TheJose8A Hips don't lie, but your eyes will betray you",3,1,49,
2019-09-23 16:47:14+00:00,https://twitter.com/Twitter/status/1176176207752134656,@Th3GoldenMan This is how we save paper,1,2,16,
2019-09-23 16:41:19+00:00,https://twitter.com/Twitter/status/1176174715637026816,@NelaTyolo Another beautiful #WeMetOnTwitter success story,1,5,27,
2019-09-23 16:37:06+00:00,https://twitter.com/Twitter/status/1176173656285859840,@greenchile03 0:11:34,6,2,17,
2019-09-23 16:31:16+00:00,https://twitter.com/Twitter/status/1176172188598251525,@CrawfordCollins Should have saved it for Halloween,0,1,41,
2019-09-23 16:00:28+00:00,https://twitter.com/Twitter/status/1176164437146984449,@hayxsmith 💙,1,1,3,
2019-09-23 15:56:53+00:00,https://twitter.com/Twitter/status/1176163536428552193,@cherrysodapussy Oh but we have. Change your display on web 🌸,242,133,4036,
2019-09-21 17:45:05+00:00,https://twitter.com/Twitter/status/1175465988139225095,@J4CKMULL We can make that happen 😉,6,3,33,
2019-09-20 21:11:47+00:00,https://twitter.com/Twitter/status/1175155619306688512,@itsmeamped https://t.co/ZnPrGaY3s0,8,5,46,
2019-09-20 21:01:18+00:00,https://twitter.com/Twitter/status/1175152979688574976,@k_ourtney ok fair,1,1,5,
2019-09-20 20:53:13+00:00,https://twitter.com/Twitter/status/1175150946051141637,@luvsggukie Keeps you on your toes,1,1,6,
2019-09-20 20:51:07+00:00,https://twitter.com/Twitter/status/1175150417459630080,@chimmyjiminniee https://t.co/DSFZUYCbPG,4,3,26,
2019-09-20 20:45:17+00:00,https://twitter.com/Twitter/status/1175148950904393728,@sugarysaturn we're the window,2,1,8,
2019-09-20 20:40:40+00:00,https://twitter.com/Twitter/status/1175147789011042316,@Th3ValeOfficial FOMOOTA (Fear Of Missing Out On The Aliens),0,1,4,
2019-09-20 20:37:46+00:00,https://twitter.com/Twitter/status/1175147058275086336,@Party_Harderson farm fresh,1,1,3,
2019-09-20 20:34:36+00:00,https://twitter.com/Twitter/status/1175146262342979585,@babysnitchery truly once in a timeline,3,3,67,
2019-09-20 20:31:50+00:00,https://twitter.com/Twitter/status/1175145564041728000,@rurusantos08_ we bring species together,1,18,149,
2019-09-20 20:26:38+00:00,https://twitter.com/Twitter/status/1175144257134268416,@immnassy we second that emotion,0,1,5,
2019-09-20 20:22:23+00:00,https://twitter.com/Twitter/status/1175143187226222593,@nikolailatnsov Witnessing history in real time,2,1,5,
2019-09-20 20:16:20+00:00,https://twitter.com/Twitter/status/1175141662995226625,@feelsradman So existential,0,1,10,
2019-09-20 15:44:10+00:00,https://twitter.com/Twitter/status/1175073170732265472,"@lura_groen Looking back at real life convos and thinking ""there was a Tweet for that""",1,1,5,
2019-09-20 15:31:29+00:00,https://twitter.com/Twitter/status/1175069980687327232,@jessismiles__ Twitter in-laws,0,1,52,
2019-09-20 15:22:18+00:00,https://twitter.com/Twitter/status/1175067666383626240,@cloakzy Two Tweets forward,4,3,236,
2019-09-20 14:55:03+00:00,https://twitter.com/Twitter/status/1175060812223918080,@ultsmx @OfficialMonstaX Always make an entrance,28,229,602,
2019-09-20 14:49:10+00:00,https://twitter.com/Twitter/status/1175059329508155403,@jinsgay https://t.co/la5265b1Gc,1,10,83,
2019-09-20 14:38:43+00:00,https://twitter.com/Twitter/status/1175056701940273154,@_Azryah Bear hugs!,1,1,7,
2019-09-20 00:48:17+00:00,https://twitter.com/Twitter/status/1174847715588464640,@landpsychology Tweet might as well be sent,4,6,18,
2019-09-20 00:45:09+00:00,https://twitter.com/Twitter/status/1174846926014967808,@genna_buck it's almost Halloween tho,3,1,5,
2019-09-20 00:42:01+00:00,https://twitter.com/Twitter/status/1174846136500121601,"@blakeir it's like, intrigue us more",1,1,31,
2019-09-19 20:05:49+00:00,https://twitter.com/Twitter/status/1174776629857374209,@k03772110 https://t.co/sEVNFbN9gb,7,6,25,
2019-09-19 19:53:34+00:00,https://twitter.com/Twitter/status/1174773546163363841,@OfficialJlipper https://t.co/zl3OUFPkNe,5,7,401,
2019-09-19 19:50:15+00:00,https://twitter.com/Twitter/status/1174772713849798656,@sahinsen60 how you doin'?,4,1,233,
2019-09-19 19:47:27+00:00,https://twitter.com/Twitter/status/1174772009341005825,@NAsafoAdjei Where'd the spiders go?,8,6,198,
2019-09-19 19:47:06+00:00,https://twitter.com/Twitter/status/1174771920832778240,@tonie_mideyah Turn off dark mode,9,8,390,
2019-09-19 19:45:28+00:00,https://twitter.com/Twitter/status/1174771506783690752,@colbysmugshot that jawline tho...,33,98,2123,
2019-09-19 19:42:55+00:00,https://twitter.com/Twitter/status/1174770868687388673,"@Jaywonmf Turn it on, it's getting toasty",4,2,241,
2019-09-19 19:40:05+00:00,https://twitter.com/Twitter/status/1174770153076248576,@PeacockTiffany sky's the limit,11,5,244,
2019-09-19 19:38:51+00:00,https://twitter.com/Twitter/status/1174769844996268033,@JH_Boe swish,1,0,31,
2019-09-19 19:38:11+00:00,https://twitter.com/Twitter/status/1174769675881865216,@Jpw03 Better paint over that,3,1,285,
2019-09-19 19:36:20+00:00,https://twitter.com/Twitter/status/1174769210465161218,@samemmers2001 done,3,0,98,
2019-09-19 19:34:00+00:00,https://twitter.com/Twitter/status/1174768624357257217,@paid_peanuts Simon says look up,3,4,260,
2019-09-19 19:33:31+00:00,https://twitter.com/Twitter/status/1174768501506154499,@KukuKrayzy We're far from home today,7,6,381,
2019-09-19 19:31:27+00:00,https://twitter.com/Twitter/status/1174767981538217990,@TheKingHusker it's a plane!,11,1,196,
2019-09-19 19:31:11+00:00,https://twitter.com/Twitter/status/1174767914194538497,@thisIsTheFoxe it's a bird!,21,2,244,
2019-09-19 19:30:59+00:00,https://twitter.com/Twitter/status/1174767864429125634,@Ragy_95 Finally answering the age-old question - why is the sky blue?,40,12,563,
2019-09-19 19:30:41+00:00,https://twitter.com/Twitter/status/1174767788554096640,@BANGTANDIPITOUS What color?,7,1,100,
2019-09-19 19:26:27+00:00,https://twitter.com/Twitter/status/1174766721552379904,@Cyn_Santana This Tweet made us write a to-do list,1,1,13,
2019-09-19 19:23:17+00:00,https://twitter.com/Twitter/status/1174765924928253952,@baldboyblues third eye knows when to Tweet and delete,2,1,49,
2019-09-19 19:20:35+00:00,https://twitter.com/Twitter/status/1174765245862010880,@cupidgrqnt we've got the balloons,1,0,4,
2019-09-19 19:01:34+00:00,https://twitter.com/Twitter/status/1174760458986745856,@cuteanimalvibes we see eye to eye,1,1,6,
2019-09-19 17:21:41+00:00,https://twitter.com/Twitter/status/1174735323034791936,@imactuallyivy That raspberry filling really does it,0,0,4,
2019-09-19 17:19:28+00:00,https://twitter.com/Twitter/status/1174734767113277440,@FrancielyRuti 💙,0,1,3,
2019-09-19 16:30:55+00:00,https://twitter.com/Twitter/status/1174722548585680896,@4eyedRaven That's what we look like from the back,1,10,77,
2019-09-19 16:29:23+00:00,https://twitter.com/Twitter/status/1174722163816980485,@twcuddleston This belongs in a museum https://t.co/X5R1XVuSeZ,0,0,11,
2019-09-19 16:13:51+00:00,https://twitter.com/Twitter/status/1174718253588987910,@LouisT91Socials @hawyeehoran Can we get a haw yee,3,5,58,
2019-09-19 15:56:51+00:00,https://twitter.com/Twitter/status/1174713973389889536,@svra_asiff Let's break this down,1,1,7,
2019-09-19 15:40:31+00:00,https://twitter.com/Twitter/status/1174709863622094850,@tweaksqt This energy forever please,11,0,156,
2019-09-19 15:29:08+00:00,https://twitter.com/Twitter/status/1174707001735168000,"@HarleyMovieNews Birds flying high, you know how we feel",1,48,196,
2019-09-19 15:23:56+00:00,https://twitter.com/Twitter/status/1174705693645058048,@javeigh Can't even find the words,3,5,387,
2019-09-19 15:20:51+00:00,https://twitter.com/Twitter/status/1174704916323082240,@matthaig1 You get a free pass,1,1,27,
2019-09-19 00:24:18+00:00,https://twitter.com/Twitter/status/1174479290525597701,@ConnerSisk720 https://t.co/q3VNd5LABL,4,3,22,
2019-09-19 00:16:22+00:00,https://twitter.com/Twitter/status/1174477296490569729,@SirenMika show and tell your drafts,1,0,18,
2019-09-19 00:11:31+00:00,https://twitter.com/Twitter/status/1174476075692253184,"@ira *5:06 pm Twitter has joined the chat*
lol wrud",1,1,64,
2019-09-18 20:54:48+00:00,https://twitter.com/Twitter/status/1174426567923007488,@ImVontee when you're here you're (one big ass) family,4,3,19,
2019-09-18 20:15:10+00:00,https://twitter.com/Twitter/status/1174416594514128896,"@headhighs Your love for your anime mutuals: 

█████ 
█████ 
█████   
█████    
█████ 
█████ 
█████ 
█████   
█████    
█████",1,7,24,
2019-09-18 20:15:04+00:00,https://twitter.com/Twitter/status/1174416568249307136,"@objsucks Missed IRL Connection: A Twitter Saga, starring @objsucks",2,2,52,
2019-09-18 20:04:13+00:00,https://twitter.com/Twitter/status/1174413838084521984,@The_Law_Boy stomach flipped for you,8,0,46,
2019-09-18 20:04:06+00:00,https://twitter.com/Twitter/status/1174413810754621441,@dorkeddie Loyal mutuals,0,0,6,
2019-09-18 20:00:31+00:00,https://twitter.com/Twitter/status/1174412908693819393,@BillNyi we ARE great listeners,6,4,12,
2019-09-18 19:58:07+00:00,https://twitter.com/Twitter/status/1174412302348480513,@mthottic https://t.co/P9mhLg3OUI,1,3,20,
2019-09-18 19:55:05+00:00,https://twitter.com/Twitter/status/1174411541434617856,@httpthanj that sometimes likes your entries,2,16,151,
2019-09-18 19:52:06+00:00,https://twitter.com/Twitter/status/1174410789987348480,@BriHallOfficial https://t.co/Xz5Na2YdmF,2,6,47,
2019-09-18 15:58:24+00:00,https://twitter.com/Twitter/status/1174351975502270464,@t0zi3rs Timeline looking like septuplets,0,0,15,
2019-09-18 15:56:13+00:00,https://twitter.com/Twitter/status/1174351427856142337,@jccaylen Addicted to the thread life,0,2,44,
2019-09-18 15:39:01+00:00,https://twitter.com/Twitter/status/1174347097438482432,@TheAustinPorter 👁+👁=👀,1,0,16,
2019-09-18 14:51:08+00:00,https://twitter.com/Twitter/status/1174335050776829952,@mnrkive We didn't say a thing,35,32,355,
2019-09-18 14:31:25+00:00,https://twitter.com/Twitter/status/1174330088382447616,"@OGCORLIN We'll just be sitting here, waiting for more pictures",2,3,127,
2019-09-18 00:55:14+00:00,https://twitter.com/Twitter/status/1174124690127781889,@holyfaulkner Twitter level: expert,47,1514,14082,
2019-09-18 00:37:46+00:00,https://twitter.com/Twitter/status/1174120293909925890,"@mattryanx ""for better or worse Tweets, @mattryanx""",2,3,17,
2019-09-18 00:12:02+00:00,https://twitter.com/Twitter/status/1174113818126848000,@torihinn https://t.co/1EUOkvLQfM,2,5,15,
2019-09-18 00:04:52+00:00,https://twitter.com/Twitter/status/1174112012382552067,@Advil day mode for the placebo effect,1,2,62,
2019-09-17 23:56:03+00:00,https://twitter.com/Twitter/status/1174109795344769024,"@Deenashire call it what you want, as long as it's tuna mayo free",1,2,19,
2019-09-17 23:45:32+00:00,https://twitter.com/Twitter/status/1174107147472228352,@nikidemar housewarming Tweet,0,1,29,
2019-09-17 18:20:18+00:00,https://twitter.com/Twitter/status/1174025300755111936,@ERodz64 character counts here,1,2,18,
2019-09-17 18:02:33+00:00,https://twitter.com/Twitter/status/1174020834211459072,@AguillardTrevor It's morphin' time!,2,1,5,
2019-09-17 17:58:16+00:00,https://twitter.com/Twitter/status/1174019755335770112,@Skoog accurate,1,2,22,
2019-09-17 17:49:50+00:00,https://twitter.com/Twitter/status/1174017632837632000,@Unclelondonn #WeMetOnTwitter is your proof,1,2,10,
2019-09-17 17:38:13+00:00,https://twitter.com/Twitter/status/1174014710758264832,@payformycoffee replies got us jittery,2,10,132,
2019-09-17 17:01:01+00:00,https://twitter.com/Twitter/status/1174005347222249472,@casandra_jasso What they're there for,0,1,5,
2019-09-17 16:57:47+00:00,https://twitter.com/Twitter/status/1174004532692623363,@urisblush Think of what you could have,1,1,7,
2019-09-17 16:49:24+00:00,https://twitter.com/Twitter/status/1174002424719257601,@iamdahmmie @Alex_Houseof308 @thepamilerin @Cutewalterr @Kayomideee_ He really zoomed all the way in,17,28,88,
2019-09-17 16:28:07+00:00,https://twitter.com/Twitter/status/1173997068937023489,@SketchesbyBoze What happens when they like one of your Tweets,1,1,10,
2019-09-17 16:10:18+00:00,https://twitter.com/Twitter/status/1173992583091118080,"@reedushiddles say it, just say it",4,6,62,
2019-09-17 16:09:02+00:00,https://twitter.com/Twitter/status/1173992265729085440,@nategorby All in the details,3,1,12,
2019-09-17 16:06:30+00:00,https://twitter.com/Twitter/status/1173991628736008193,@Jordan_Daniels Save some candy for next Monday,13,1,35,
2019-09-17 16:03:31+00:00,https://twitter.com/Twitter/status/1173990876693061639,@_francesf blue raspberry never disappoints,1,3,11,
2019-09-17 15:57:03+00:00,https://twitter.com/Twitter/status/1173989251912011776,@Hxriffy @kdaigle @wordmasseur @Reki2017 💙,1,1,6,
2019-09-17 00:31:42+00:00,https://twitter.com/Twitter/status/1173756378696966144,@SherzCapone happy to be the mystery,4,1,7,
2019-09-17 00:27:45+00:00,https://twitter.com/Twitter/status/1173755383409590272,@JoshLeviWorld supercharged Tweet,0,2,10,
2019-09-17 00:25:58+00:00,https://twitter.com/Twitter/status/1173754935210430464,@hotgirlfenty who else is gonna like your thoughts in real time?,1,1,11,
2019-09-17 00:21:07+00:00,https://twitter.com/Twitter/status/1173753716584808449,@Shtixx *future Shtix failed you,28,19,105,
2019-09-17 00:18:06+00:00,https://twitter.com/Twitter/status/1173752953850613760,@NicoNiiNiconite clockwork,1,1,4,
2019-09-17 00:12:00+00:00,https://twitter.com/Twitter/status/1173751419213500416,"@LeoBeletsky yes, accepted",0,2,17,
2019-09-17 00:08:09+00:00,https://twitter.com/Twitter/status/1173750453487620096,@blaine_bow keeping the kettle hot,1,6,44,
2019-09-16 21:44:11+00:00,https://twitter.com/Twitter/status/1173714222703759361,@CollinJustin1 Always take the fast track when it comes to the sweets,4,1,12,
2019-09-16 21:17:18+00:00,https://twitter.com/Twitter/status/1173707454103904258,@Iam_april101 He's one Retweet away,10,9,38,
2019-09-16 21:14:57+00:00,https://twitter.com/Twitter/status/1173706863847849984,@EarthGang They have their priorities straight,1,2,45,
2019-09-16 21:09:34+00:00,https://twitter.com/Twitter/status/1173705509725200387,@thatssovarsha Now we know where the idea came from,0,1,10,
2019-09-16 21:02:17+00:00,https://twitter.com/Twitter/status/1173703676441059328,@hopegisellekook @SOPETOES If you don't know the history should you even be able to use it,0,22,378,
2019-09-16 20:56:10+00:00,https://twitter.com/Twitter/status/1173702138482049031,@SOPETOES Stan Twitter is running too. AWAY from keyboard smashes,1,2,12,
2019-09-16 20:50:55+00:00,https://twitter.com/Twitter/status/1173700816240291841,@ColtonLHaynes A coffee table book we'd actually open,1,2,38,
2019-09-16 20:47:30+00:00,https://twitter.com/Twitter/status/1173699955732746242,@AndreaRussett Did the right person see this,2,4,113,
2019-09-16 20:42:19+00:00,https://twitter.com/Twitter/status/1173698651048292352,@MatthewEspinosa you said: 😀,4,13,311,
2019-09-16 20:40:16+00:00,https://twitter.com/Twitter/status/1173698136880975872,@awonderland better than !!!!!!!!!,1,4,44,
2019-09-16 20:36:59+00:00,https://twitter.com/Twitter/status/1173697309948801025,"@ariherbibble we see it, we like it, we want it, we got it",1,2,13,
2019-09-16 20:28:28+00:00,https://twitter.com/Twitter/status/1173695165640450055,@d_rrenzo It's time for your #WeMetOnTwitter moment,5,7,53,
2019-09-16 20:21:36+00:00,https://twitter.com/Twitter/status/1173693437595607042,@chippledipple Someone should create new ones,16,7,170,
2019-09-16 20:10:20+00:00,https://twitter.com/Twitter/status/1173690601977647104,@imactuallyivy 💙,1,3,36,
2019-09-16 20:08:32+00:00,https://twitter.com/Twitter/status/1173690149022109696,@springgay_tae 💙,2,1,6,
2019-09-16 20:06:12+00:00,https://twitter.com/Twitter/status/1173689564520730625,@CaptainSparklez Reply game didn't take a hit though,5,5,189,
2019-09-16 19:52:02+00:00,https://twitter.com/Twitter/status/1173685997785223169,@DK4L 💍,1,1,39,
2019-09-16 19:46:45+00:00,https://twitter.com/Twitter/status/1173684667481907201,@annascup You know it's real when it's in the header,36,349,983,
2019-09-16 19:36:54+00:00,https://twitter.com/Twitter/status/1173682190057533440,@SimpleFlips same,20,76,723,
2019-09-16 17:52:52+00:00,https://twitter.com/Twitter/status/1173656007047860224,@_AlexLolbit_ this is solitaire,4,8,262,
2019-09-16 17:52:27+00:00,https://twitter.com/Twitter/status/1173655905235329026,@NickNel45202592 Mondays are for the fam,1,2,54,
2019-09-16 17:52:15+00:00,https://twitter.com/Twitter/status/1173655851535671297,@frenchconexxion Not to brag but... we were dealt that card,4,3,330,
2019-09-16 17:52:00+00:00,https://twitter.com/Twitter/status/1173655792043659266,@ben10sonyeontan sold out,8,22,518,
2019-09-16 17:47:56+00:00,https://twitter.com/Twitter/status/1173654767337451520,@Randy1701806492 that's four,2,0,146,
2019-09-16 17:45:32+00:00,https://twitter.com/Twitter/status/1173654164540395523,@tmggx @licklegracie siete,13,5,229,
2019-09-16 17:44:56+00:00,https://twitter.com/Twitter/status/1173654011720941568,@SaucyMartial9 reverse! reverse! criss cross,19,23,1341,
2019-09-16 17:44:44+00:00,https://twitter.com/Twitter/status/1173653960315609088,@DeadlyComan time to shuffle the deck...,3,3,309,
2019-09-16 17:42:48+00:00,https://twitter.com/Twitter/status/1173653476905299971,@alejandrojiang2 game changer,9,8,419,
2019-09-16 17:40:27+00:00,https://twitter.com/Twitter/status/1173652884254285824,@vivianisrad Tres!,35,10,339,
2019-09-16 17:37:40+00:00,https://twitter.com/Twitter/status/1173652184405352449,Uno!,4700,4646,42272,
2019-09-13 23:49:10+00:00,https://twitter.com/Twitter/status/1172658510925942784,@ingridoliver100 subtweet it out,2,1,13,
2019-09-13 23:46:09+00:00,https://twitter.com/Twitter/status/1172657750318272513,@ItsAllBollocks as long as you're reading something?,2,0,17,
2019-09-13 23:38:57+00:00,https://twitter.com/Twitter/status/1172655940794904576,@MedinaMUAYE The Lizzie to our Miranda,0,1,8,
2019-09-13 23:37:07+00:00,https://twitter.com/Twitter/status/1172655475977936897,@mutablejoe the old bait and switch,0,0,13,
2019-09-13 23:32:46+00:00,https://twitter.com/Twitter/status/1172654383055527937,"@madampsychosis Reader, we replied",0,0,8,
2019-09-13 22:54:08+00:00,https://twitter.com/Twitter/status/1172644659232956418,@czarbiya think you just did 😉,3,1,18,
2019-09-13 21:38:21+00:00,https://twitter.com/Twitter/status/1172625588399562758,"@juliamichaels what a time, what a hashtag",2,2,46,
2019-09-13 21:38:06+00:00,https://twitter.com/Twitter/status/1172625525778583553,@elena_strikes Peak Twitter moment,1,1,23,
2019-09-13 21:27:51+00:00,https://twitter.com/Twitter/status/1172622946638225408,@Winbo11 Compatibility test: do your Likes match,0,0,3,
2019-09-13 20:52:21+00:00,https://twitter.com/Twitter/status/1172614013777317893,@punker_irl How to Tweet an alt-j song,3,4,151,
2019-09-13 20:23:27+00:00,https://twitter.com/Twitter/status/1172606740057116672,@keywordkeenan setting your thoughts free since seventh grade,1,3,28,
2019-09-13 20:20:07+00:00,https://twitter.com/Twitter/status/1172605900068028416,@hoverbird Plenty of room at the Hotel California,1,0,14,
2019-09-13 17:52:46+00:00,https://twitter.com/Twitter/status/1172568820793401345,@minginugget But you DO Retweet the best of the best,5,2,30,
2019-09-13 17:34:43+00:00,https://twitter.com/Twitter/status/1172564276625719299,"@bbyvnte Next time, champ",3,1,42,
2019-09-13 17:29:12+00:00,https://twitter.com/Twitter/status/1172562889980465154,@itsbalqeis Is it better when they @ you or when you have to infer,3,9,31,
2019-09-13 17:20:50+00:00,https://twitter.com/Twitter/status/1172560782153977856,@nicktendoswift A+,1,0,16,
2019-09-13 17:16:29+00:00,https://twitter.com/Twitter/status/1172559687256092674,@WaxDragonflies Rose of the day,1,0,7,
2019-09-13 16:31:37+00:00,https://twitter.com/Twitter/status/1172548399129927680,@willne @Memeulous Might have to agree,24,39,2111,
2019-09-13 16:28:33+00:00,https://twitter.com/Twitter/status/1172547623640870917,@taylvr First rule of Tweeting is knowing your audience,4,8,342,
2019-09-13 16:24:31+00:00,https://twitter.com/Twitter/status/1172546611395866624,@karlakissez It was all worth it though,2,1,53,
2019-09-13 00:30:44+00:00,https://twitter.com/Twitter/status/1172306585256787968,@notyoflower Tweet reviews come through,1,0,15,
2019-09-13 00:27:33+00:00,https://twitter.com/Twitter/status/1172305782068502529,@lunachrissy SKSKSKSK,1,0,59,
2019-09-13 00:24:26+00:00,https://twitter.com/Twitter/status/1172304997989507072,@dog_rates the goodest dogs,10,70,4250,
2019-09-12 21:16:15+00:00,https://twitter.com/Twitter/status/1172257640224870400,@TheseDamnWords Tweeting is our favorite cal invite,0,1,12,
2019-09-12 21:12:05+00:00,https://twitter.com/Twitter/status/1172256589379702795,@_Snape_ After all this time? Always.,11,174,430,
2019-09-12 21:08:36+00:00,https://twitter.com/Twitter/status/1172255715265777666,@Kappa_Kappa Like to confirm,4,2,32,
2019-09-12 18:37:56+00:00,https://twitter.com/Twitter/status/1172217796190560256,@huntermoonshot @JoeyJ1211 well it charmed us,1,1,6,
2019-09-12 18:30:13+00:00,https://twitter.com/Twitter/status/1172215858191466497,@KirkSeriousFace the plot thickens!,0,0,4,
2019-09-12 18:24:25+00:00,https://twitter.com/Twitter/status/1172214394903621632,"@normanisnack shorter, sweeter week",0,0,1,
2019-09-12 18:21:54+00:00,https://twitter.com/Twitter/status/1172213762679435264,@melisazhen8 star of stage and screen,0,0,3,
2019-09-12 18:17:51+00:00,https://twitter.com/Twitter/status/1172212743870377984,@Henrysometimes taking the show on the road,0,0,1,
2019-09-12 18:05:18+00:00,https://twitter.com/Twitter/status/1172209586364801024,@davidgcant that turnstile is starstruck,2,1,4,
2019-09-12 18:01:51+00:00,https://twitter.com/Twitter/status/1172208716868804608,@tanbotha24 no lies detected,1,0,7,
2019-09-12 17:52:37+00:00,https://twitter.com/Twitter/status/1172206393824145408,@Bezner we did that,1,0,3,
2019-09-12 17:40:40+00:00,https://twitter.com/Twitter/status/1172203386562695168,@lexx_luthorr we know our audience,0,0,1,
2019-09-12 17:35:42+00:00,https://twitter.com/Twitter/status/1172202134831431681,@stevegarfield you can't miss it,0,0,3,
2019-09-12 17:10:13+00:00,https://twitter.com/Twitter/status/1172195721887408128,@anj3llyfish the purest Tweet to action,0,29,440,
2019-09-10 23:08:00+00:00,https://twitter.com/Twitter/status/1171560988874891264,It’s all about the details. Now you can rearrange your photos while writing a Tweet. https://t.co/mllwmPb6dx,689,1309,6512,
2019-09-10 22:05:40+00:00,https://twitter.com/Twitter/status/1171545300999331840,@that_crazy_1 😋 Soon yours! We'll send a DM for deets! https://t.co/2PkL46IacF,4,6,61,
2019-09-10 21:53:53+00:00,https://twitter.com/Twitter/status/1171542335173419008,@andyshz 🍫Sliding into your DMs right now! https://t.co/3Cc7mDu5mO,2,5,88,
2019-09-10 21:52:04+00:00,https://twitter.com/Twitter/status/1171541878610825216,@imactuallyivy Nope! Sending you sweet treats &amp; a DM! https://t.co/aoUAE5eW6A,44,14,170,
2019-09-10 21:41:36+00:00,https://twitter.com/Twitter/status/1171539241865580544,@maria_lfl Ta-da! Check your DMs! https://t.co/D1v0no4rDX,5,1,60,
2019-09-10 21:29:31+00:00,https://twitter.com/Twitter/status/1171536204757528577,@ShoryFlores Yes! Sending you a DM! 🍭 https://t.co/htcAZv5sEu,3,1,17,
2019-09-10 21:28:01+00:00,https://twitter.com/Twitter/status/1171535824912965632,@FatineArji True! Sliding into your DMs now! https://t.co/W3ZNjfLXzS,1,1,21,
2019-09-10 21:16:04+00:00,https://twitter.com/Twitter/status/1171532816313544706,"@_1prophecy Yours, soon! We'll send a DM for deets! https://t.co/PbdZTHtXtD",1,1,18,
2019-09-10 21:14:10+00:00,https://twitter.com/Twitter/status/1171532340113235969,@BouchardBriana Sweet treats &amp; a DM heading your way! https://t.co/9P2BdaZo2q,4,0,29,
2019-09-10 21:10:52+00:00,https://twitter.com/Twitter/status/1171531508806385664,@FrancielyRuti 🍭🍬Soon yours! We'll send a DM for deets! https://t.co/w7G53aFx1y,3,0,27,
2019-09-10 21:05:03+00:00,https://twitter.com/Twitter/status/1171530045011066881,@_francesf 😘 Check your DMs! https://t.co/GEdRoEEW1F,1,1,71,
2019-09-10 21:01:46+00:00,https://twitter.com/Twitter/status/1171529220712845314,@normanisnack Yup! Sliding into your DMs right now! https://t.co/0uVceB0e9u,1,3,25,
2019-09-10 20:49:25+00:00,https://twitter.com/Twitter/status/1171526112930758661,@springgay_tae We do! Sweet treats &amp; a DM comin your way! https://t.co/4ZZ33DTdsa,1,2,16,
2019-09-10 20:38:38+00:00,https://twitter.com/Twitter/status/1171523398624665601,@TinaaaClavell 😋 Sliding into your DMs right now! https://t.co/9GIdDzOq2V,1,2,50,
2019-09-10 20:33:57+00:00,https://twitter.com/Twitter/status/1171522219425464321,@spideymang 😋 We'll send a DM for deets! https://t.co/kTwBelcJd0,1,1,17,
2019-09-10 20:32:28+00:00,https://twitter.com/Twitter/status/1171521847466180608,@Jordan_Daniels Sweet treats (&amp; a DM) comin your way! https://t.co/Rx7OSw5jfu,4,1,19,
2019-09-10 20:30:34+00:00,https://twitter.com/Twitter/status/1171521365595156480,@Hxriffy You got it! Check your DMs for details https://t.co/GWzqrXpkOm,2,1,43,
2019-09-10 20:27:37+00:00,https://twitter.com/Twitter/status/1171520627087273984,@keisha39625356 These sweet treats (and a DM) comin' atcha! https://t.co/RLefmAtzVI,3,1,16,
2019-09-10 20:23:42+00:00,https://twitter.com/Twitter/status/1171519640385622019,@Lizzy2891 😋 Soon yours! We'll send a DM for deets! https://t.co/NEIGPD5iAu,1,1,22,
2019-09-10 20:22:19+00:00,https://twitter.com/Twitter/status/1171519291121754112,@zitoun67 Ta-da! Check your DMs! https://t.co/ciCm8fdKOE,1,1,18,
2019-09-10 20:20:12+00:00,https://twitter.com/Twitter/status/1171518758491262977,@hector5161 😋 Soon yours! We'll send a DM for deets! https://t.co/zDpnfs5oc3,3,2,25,
2019-09-10 20:17:54+00:00,https://twitter.com/Twitter/status/1171518179056599040,@briannabecker4u ✨✨✨✨✨Sliding into your DMs right now! https://t.co/qIaCPiyYXf,0,2,24,
2019-09-10 20:16:15+00:00,https://twitter.com/Twitter/status/1171517763770150919,@CollinJustin1 Ta-da! Check your DMs! https://t.co/vAzbEBUnuf,19,18,316,
